index,Order ID,Date,Category,Size,Qty,currency,Amount,ship-city,ship-state,ship-country,B2B
49051,408-4858463-2356347,05-31-22,kurta,M,1,INR,888.0,RAJAHMUNDRY,ANDHRA PRADESH,IN,False
49077,402-7697834-2682766,05-31-22,Top,XXL,1,INR,371.0,CHENNAI,TAMIL NADU,IN,False
49081,402-7031777-0396341,05-31-22,Western Dress,XS,1,INR,771.0,NEDUMANGAD,KERALA,IN,False
49082,408-1235521-4337163,05-31-22,Western Dress,L,1,INR,0.0,LEH,JAMMU & KASHMIR,IN,False
49083,403-3845187-4421165,05-31-22,Western Dress,XL,1,INR,690.0,PIMPRI CHINCHWAD,MAHARASHTRA,IN,False
49086,171-1835528-9515557,05-31-22,Western Dress,L,1,INR,885.0,ANAKAPALLE,ANDHRA PRADESH,IN,False
49090,407-3443436-4510708,05-31-22,Western Dress,M,1,INR,771.0,PIMPRI CHINCHWAD,MAHARASHTRA,IN,False
49092,408-0730692-6026747,05-31-22,Set,3XL,1,INR,1186.0,Ernakulam District,KERALA,IN,False
49093,407-3165269-1194731,05-31-22,Western Dress,M,1,INR,721.0,MUMBAI,MAHARASHTRA,IN,False
49100,171-2320443-6127563,05-31-22,Western Dress,L,1,INR,771.0,ALAPPUZHA,KERALA,IN,False
49104,402-3890557-2185149,05-31-22,Set,3XL,1,INR,1229.0,PATNA,BIHAR,IN,False
49111,407-8148061-4084353,05-31-22,Western Dress,XXL,1,INR,771.0,NOIDA,UTTAR PRADESH,IN,False
49115,404-5160267-7056315,05-31-22,Western Dress,3XL,1,INR,599.0,TUMAKURU. Phone Number 9686000855,KARNATAKA,IN,False
49120,405-7578712-9960320,05-31-22,Set,M,1,INR,759.0,CHHIPABAROD,RAJASTHAN,IN,False
49124,171-8262036-7396339,05-31-22,Set,XL,1,INR,1132.0,JOGIPET,TELANGANA,IN,False
49134,404-9674095-7041128,05-31-22,kurta,XL,1,INR,487.0,BHILAI,CHHATTISGARH,IN,False
49138,408-7891501-1393915,05-31-22,Set,M,1,INR,967.0,BENGALURU,KARNATAKA,IN,False
49139,408-7891501-1393915,05-31-22,Set,M,1,INR,1556.0,BENGALURU,KARNATAKA,IN,False
49144,405-8584178-5101966,05-31-22,kurta,XL,1,INR,355.0,JODHPUR,RJ,IN,False
49146,404-8874122-8743552,05-31-22,Western Dress,XL,1,INR,771.0,CHENNAI,TAMIL NADU,IN,False
49152,407-7570887-8013113,05-31-22,Western Dress,3XL,1,INR,885.0,BHOPAL,MADHYA PRADESH,IN,False
49153,408-5384140-8465103,05-31-22,Set,L,1,INR,788.0,PURNIA,BIHAR,IN,False
49154,408-2671397-6563516,05-31-22,Set,3XL,1,INR,582.0,MUMBAI,MAHARASHTRA,IN,False
49155,171-7643678-4025934,05-31-22,kurta,XL,1,INR,383.0,PUNE,MAHARASHTRA,IN,False
49156,404-6615642-5476348,05-31-22,Set,3XL,1,INR,999.0,MAHBUBNAGAR,TELANGANA,IN,False
49158,406-7807144-5063543,05-31-22,Set,3XL,1,INR,1072.0,Secunderabad,TELANGANA,IN,False
49169,408-4160478-4949143,05-31-22,Western Dress,S,1,INR,771.0,SECUNDERABAD,TELANGANA,IN,False
49171,171-4336198-0844362,05-31-22,Top,XS,1,INR,377.0,AROOR,KERALA,IN,False
49175,403-2391051-0249167,05-31-22,Top,3XL,1,INR,545.0,GUWAHATI,ASSAM,IN,False
49179,403-2680363-1237958,05-31-22,Set,XS,1,INR,736.0,BENGALURU,KARNATAKA,IN,False
49182,408-6553155-3830703,05-31-22,Top,M,1,INR,545.0,RANCHI,JHARKHAND,IN,False
49183,408-6553155-3830703,05-31-22,Top,M,1,INR,574.0,RANCHI,JHARKHAND,IN,False
49185,403-1750171-3817921,05-31-22,Set,M,1,INR,852.0,BENGALURU,KARNATAKA,IN,False
49186,408-0131862-2469171,05-31-22,Set,M,1,INR,696.0,Guntur,ANDHRA PRADESH,IN,False
49187,404-4193171-1449933,05-31-22,kurta,XXL,1,INR,568.0,HYDERABAD,TELANGANA,IN,False
49191,403-9810681-1817140,05-31-22,Set,L,1,INR,1477.0,CHENNAI,TAMIL NADU,IN,False
49193,407-9497325-8561935,05-31-22,Set,XL,1,INR,699.0,MUMBAI.,MAHARASHTRA,IN,False
49196,403-2595882-9787511,05-31-22,Set,L,1,INR,1477.0,GURUGRAM,HARYANA,IN,False
49198,171-7986788-8605146,05-31-22,Top,XXL,1,INR,518.0,HYDERABAD,TELANGANA,IN,False
49199,402-7930018-8407512,05-31-22,Western Dress,XL,1,INR,771.0,Ulhasnagar 3,MAHARASHTRA,IN,False
49208,403-0736013-3940338,05-31-22,kurta,S,1,INR,345.0,CHENNAI,TAMIL NADU,IN,False
49220,402-6523725-9445100,05-31-22,Set,L,1,INR,582.0,AMRITSAR,PUNJAB,IN,False
49222,402-4776266-0177960,05-31-22,Western Dress,XL,1,INR,771.0,Hyderabad,TELANGANA,IN,False
49224,407-4995699-3510700,05-31-22,kurta,XXL,1,INR,633.0,THANE,MAHARASHTRA,IN,False
49234,408-4763190-7206717,05-31-22,Western Dress,3XL,1,INR,665.0,GURUGRAM,HARYANA,IN,False
49241,402-2055345-6651519,05-31-22,Top,XL,1,INR,518.0,HOSUR,TAMIL NADU,IN,False
49244,403-7406534-5987564,05-31-22,Set,3XL,1,INR,1229.0,MADURAI,TAMIL NADU,IN,False
49246,408-1350052-0241160,05-31-22,kurta,XXL,1,INR,517.0,KHAMMAM,TELANGANA,IN,False
49247,402-5339105-3217158,05-31-22,kurta,5XL,1,INR,1099.0,PALAKKAD,KERALA,IN,False
49249,171-2169845-9796307,05-31-22,kurta,XL,1,INR,399.0,MUMBAI,MAHARASHTRA,IN,False
49250,408-5564513-7823506,05-31-22,Western Dress,3XL,1,INR,885.0,PUNE,MAHARASHTRA,IN,False
49255,403-9149094-4965938,05-31-22,Set,S,1,INR,999.0,VEERAPANDIANPATTINAM,TAMIL NADU,IN,False
49256,403-9149094-4965938,05-31-22,Set,S,1,INR,736.0,VEERAPANDIANPATTINAM,TAMIL NADU,IN,False
49257,405-3607901-8698729,05-31-22,kurta,XXL,1,INR,475.0,KOLKATA,WEST BENGAL,IN,False
49282,404-7920226-5773169,05-31-22,Set,XS,1,INR,1399.0,BENGALURU,KARNATAKA,IN,False
49287,403-7773076-5061904,05-31-22,Western Dress,M,1,INR,699.0,PUNE,MAHARASHTRA,IN,False
49289,404-2909904-1308301,05-31-22,Western Dress,XL,1,INR,771.0,pallikunnu (p O),KERALA,IN,False
49292,402-7233553-8314762,05-31-22,Western Dress,3XL,1,INR,771.0,HYDERABAD,TELANGANA,IN,False
49296,407-9955862-3831523,05-31-22,Set,3XL,1,INR,605.0,New Delhi,DELHI,IN,False
49299,408-8236219-6067504,05-31-22,Set,S,1,INR,0.0,RAIPUR,CHHATTISGARH,IN,False
49304,402-8049339-9198736,05-31-22,Western Dress,L,1,INR,885.0,HYDERABAD,TELANGANA,IN,False
49305,171-1822144-4502737,05-31-22,Set,XS,1,INR,852.0,Aluva,KERALA,IN,False
49313,402-9170198-4888308,05-31-22,Top,XXL,1,INR,513.0,UTTARKASHI,UTTARAKHAND,IN,False
49321,402-2346651-6160336,05-31-22,kurta,XL,1,INR,346.0,KANCHIPURAM,TAMIL NADU,IN,False
49322,402-2346651-6160336,05-31-22,kurta,XL,1,INR,568.0,KANCHIPURAM,TAMIL NADU,IN,False
49323,402-2346651-6160336,05-31-22,Western Dress,L,1,INR,771.0,KANCHIPURAM,TAMIL NADU,IN,False
49324,402-2346651-6160336,05-31-22,kurta,XL,1,INR,517.0,KANCHIPURAM,TAMIL NADU,IN,False
49325,402-5937800-8656361,05-31-22,Western Dress,XL,1,INR,771.0,CHERANALLUR,KERALA,IN,False
49327,171-8872256-8581107,05-31-22,kurta,M,1,INR,333.0,ELURU,ANDHRA PRADESH,IN,False
49335,403-5381737-4235507,05-31-22,kurta,S,1,INR,475.0,GREATER NOIDA,UTTAR PRADESH,IN,False
49341,171-5491886-9530718,05-31-22,Set,M,1,INR,1199.0,AMBIKAPUR,CHHATTISGARH,IN,False
49342,402-6637572-6658710,05-31-22,Set,XL,1,INR,999.0,VELLORE,TAMIL NADU,IN,False
49350,402-7818381-2141121,05-31-22,Set,M,1,INR,788.0,GUNTUR,ANDHRA PRADESH,IN,False
49351,402-7818381-2141121,05-31-22,Set,M,1,INR,783.0,GUNTUR,ANDHRA PRADESH,IN,False
49354,402-9922343-8350743,05-31-22,kurta,3XL,1,INR,399.0,VISAKHAPATNAM,ANDHRA PRADESH,IN,False
49359,403-5000355-1058733,05-31-22,Western Dress,XXL,1,INR,771.0,MUZAFFARNAGAR,UTTAR PRADESH,IN,True
49362,405-1665636-0235561,05-31-22,Set,XL,1,INR,478.0,CHENNAI,TAMIL NADU,IN,False
49369,408-5416841-0398762,05-31-22,kurta,M,1,INR,696.0,BENGALURU,KARNATAKA,IN,False
49370,406-9398949-0553921,05-31-22,Western Dress,XL,1,INR,771.0,VIRAR,MAHARASHTRA,IN,False
49372,403-0830826-3115548,05-31-22,kurta,XL,1,INR,811.0,GHAZIABAD,UTTAR PRADESH,IN,False
49379,408-1884615-3317140,05-31-22,Western Dress,3XL,1,INR,665.0,MUMBAI,MAHARASHTRA,IN,False
49384,405-2586698-4175526,05-31-22,kurta,L,1,INR,318.0,BENGALURU,KARNATAKA,IN,False
49385,405-2586698-4175526,05-31-22,kurta,L,1,INR,318.0,BENGALURU,KARNATAKA,IN,False
49397,404-8483406-5797166,05-31-22,Top,L,1,INR,599.0,Warangal urban,TELANGANA,IN,False
49406,406-9044201-9498734,05-31-22,Western Dress,XL,1,INR,771.0,HYDERABAD,TELANGANA,IN,False
49407,404-3503446-9739531,05-31-22,Set,XL,1,INR,699.0,MUMBAI,MAHARASHTRA,IN,False
49411,402-3913511-4745929,05-31-22,Western Dress,S,1,INR,869.0,Majorda,GOA,IN,False
49412,402-0126890-2539528,05-31-22,kurta,XL,1,INR,666.0,NOIDA,UTTAR PRADESH,IN,False
49417,403-8270117-5050743,05-31-22,Set,XXL,1,INR,696.0,BENGALURU,KARNATAKA,IN,False
49420,403-0402075-4637925,05-31-22,Western Dress,L,1,INR,599.0,Faridabad,HARYANA,IN,False
49429,408-9113969-1382712,05-31-22,Ethnic Dress,M,1,INR,373.0,HYDERABAD,TELANGANA,IN,False
49437,405-4492243-3583526,05-31-22,kurta,L,1,INR,475.0,GHAZIABAD,UTTAR PRADESH,IN,False
49438,408-5081284-4087545,05-31-22,Western Dress,L,1,INR,0.0,BENGALURU,KARNATAKA,IN,False
49443,408-1738372-8701132,05-31-22,Set,M,1,INR,999.0,Kathgodam (haldwani),UTTARAKHAND,IN,False
49445,406-8732459-8998750,05-31-22,Western Dress,XS,1,INR,771.0,Haripad,KERALA,IN,False
49450,406-2512134-8259531,05-31-22,Top,XL,1,INR,625.0,BENGALURU,KARNATAKA,IN,False
49452,405-9167952-3901115,05-31-22,kurta,L,1,INR,301.0,DHARMSALA,HIMACHAL PRADESH,IN,False
49456,171-0319749-3467528,05-31-22,kurta,XXL,1,INR,709.0,NOIDA,UTTAR PRADESH,IN,False
49461,402-1084018-6307564,05-31-22,Western Dress,L,1,INR,885.0,HYDERABAD,TELANGANA,IN,False
49462,171-4159663-2161900,05-31-22,Western Dress,XXL,1,INR,791.0,HABRA,WEST BENGAL,IN,False
49463,402-2064234-2445136,05-31-22,kurta,S,1,INR,399.0,KOLHAPUR,MAHARASHTRA,IN,False
49465,407-1326750-1493960,05-31-22,Top,M,1,INR,518.0,NAWANSHAHR,PUNJAB,IN,False
49468,402-0802305-2699559,05-31-22,Set,L,1,INR,499.0,Mumbai,MAHARASHTRA,IN,False
49478,405-2310950-7257943,05-31-22,kurta,3XL,1,INR,386.0,MANGALURU,KARNATAKA,IN,False
49495,407-9923506-4962739,05-31-22,kurta,XL,1,INR,301.0,CHENNAI,TAMIL NADU,IN,False
49496,171-2056641-9472360,05-31-22,Set,XL,1,INR,537.0,Guntur,ANDHRA PRADESH,IN,False
49511,406-2084085-1366707,05-31-22,Western Dress,L,1,INR,885.0,CHENNAI,TAMIL NADU,IN,False
49512,408-0390281-2104352,05-31-22,kurta,3XL,1,INR,655.0,JALPAIGURI,WEST BENGAL,IN,False
49513,408-8678200-5500319,05-31-22,Top,3XL,1,INR,0.0,MUMBAI,MAHARASHTRA,IN,False
49527,408-0233894-9998774,05-31-22,Set,M,1,INR,605.0,Namakkal,TAMIL NADU,IN,False
49530,408-9014017-5037154,05-31-22,Set,XXL,1,INR,999.0,LUCKNOW,UTTAR PRADESH,IN,False
49532,404-8551292-8977145,05-31-22,Set,3XL,1,INR,999.0,PUNE,MAHARASHTRA,IN,False
49539,402-5726603-0755523,05-31-22,Western Dress,XXL,1,INR,771.0,MUMBAI 400102,MAHARASHTRA,IN,False
49542,406-5382737-4757938,05-31-22,kurta,XL,1,INR,329.0,PATIALA,PUNJAB,IN,False
49543,408-0563659-1020348,05-31-22,Western Dress,L,1,INR,885.0,BENGALURU,KARNATAKA,IN,False
49544,407-0681799-4061925,05-31-22,Western Dress,L,1,INR,885.0,MUMBAI,MAHARASHTRA,IN,False
49545,408-0865965-3904320,05-31-22,Set,L,1,INR,999.0,MARKAPUR,ANDHRA PRADESH,IN,False
49553,405-9047942-8892364,05-31-22,Western Dress,XL,1,INR,690.0,BENGALURU,KARNATAKA,IN,False
49555,407-3312852-7909912,05-31-22,kurta,M,1,INR,435.0,BENGALURU,KARNATAKA,IN,False
49556,405-7203154-7926729,05-31-22,Western Dress,3XL,1,INR,859.0,RAI INDUSTRIAL AREA,HARYANA,IN,False
49558,406-4722540-4325151,05-31-22,kurta,3XL,1,INR,469.0,CHENNAI,TAMIL NADU,IN,False
49561,403-1431342-5345145,05-31-22,Set,XL,1,INR,699.0,FARIDABAD,HARYANA,IN,False
49564,402-3129179-0749965,05-31-22,kurta,L,1,INR,487.0,BHUBANESWAR,ODISHA,IN,False
49573,403-2388768-9793909,05-31-22,Set,XXL,1,INR,1556.0,PUNE,MAHARASHTRA,IN,False
49575,171-2469688-6745101,05-31-22,Set,XS,1,INR,1149.0,ROURKELA,ODISHA,IN,False
49579,408-5430823-1578700,05-31-22,Top,XL,1,INR,0.0,BENGALURU,KARNATAKA,IN,False
49589,406-9313894-6701904,05-31-22,Western Dress,M,1,INR,721.0,BENGALURU,KARNATAKA,IN,False
49591,405-2576408-1885141,05-31-22,kurta,XL,1,INR,318.0,LUCKNOW,UTTAR PRADESH,IN,False
49594,404-1901566-8732342,05-31-22,Top,XXL,1,INR,574.0,HYDERABAD,TELANGANA,IN,False
49598,408-7324449-7240344,05-31-22,kurta,S,1,INR,487.0,SHIMLA,HIMACHAL PRADESH,IN,False
49600,407-8281194-5659529,05-31-22,Western Dress,XXL,1,INR,792.0,JAMSHEDPUR,JHARKHAND,IN,False
49601,407-9253455-3032307,05-31-22,Set,XL,1,INR,478.0,KANPUR,UTTAR PRADESH,IN,False
49602,408-1512701-8024347,05-31-22,kurta,M,1,INR,337.0,HYDERABAD,TELANGANA,IN,False
49603,408-1512701-8024347,05-31-22,Western Dress,M,1,INR,699.0,HYDERABAD,TELANGANA,IN,False
49604,404-3193087-3999557,05-31-22,Western Dress,S,1,INR,771.0,RAJKOT,Gujarat,IN,False
49605,408-7272031-0371526,05-31-22,kurta,XL,1,INR,333.0,PIMPRI CHINCHWAD,MAHARASHTRA,IN,False
49609,406-0292412-7809958,05-31-22,Set,M,1,INR,1238.0,Noida,UTTAR PRADESH,IN,True
49610,408-5360432-5813151,05-31-22,kurta,S,1,INR,382.0,HYDERABAD,TELANGANA,IN,False
49617,408-3461842-2081920,05-31-22,Set,XXL,1,INR,1399.0,LUCKNOW,UTTAR PRADESH,IN,False
49618,408-3461842-2081920,05-31-22,Set,XXL,1,INR,1556.0,LUCKNOW,UTTAR PRADESH,IN,False
49626,408-6737930-3789114,05-31-22,Western Dress,M,1,INR,0.0,HYDERABAD,TELANGANA,IN,False
49627,402-2394398-0682735,05-31-22,Set,L,1,INR,478.0,BENGALURU,KARNATAKA,IN,False
49632,405-1766259-3610725,05-31-22,Western Dress,M,1,INR,721.0,KANCHEEPURAM,TAMIL NADU,IN,False
49634,171-5844246-0209102,05-31-22,Set,XL,1,INR,988.0,CHENNAI,TAMIL NADU,IN,False
49636,406-8043786-6040319,05-31-22,Set,3XL,1,INR,696.0,HYDERABAD,TELANGANA,IN,False
49640,403-4129507-0759566,05-31-22,Set,XL,1,INR,631.0,TUMAKURU,KARNATAKA,IN,False
49644,402-7914537-3523552,05-31-22,Western Dress,L,1,INR,885.0,ERNAKULAM,KERALA,IN,False
49649,402-1956260-3929908,05-31-22,kurta,S,1,INR,301.0,HINDUSTHAN CABLES TOWN,WEST BENGAL,IN,False
49664,405-3949847-5870734,05-31-22,Set,XL,1,INR,583.0,SONIPAT,HARYANA,IN,False
49668,404-9218160-9182769,05-31-22,kurta,M,1,INR,345.0,Mumbai,MAHARASHTRA,IN,False
49675,407-7789802-5937107,05-31-22,Western Dress,S,1,INR,741.0,KANNANOOR,TAMIL NADU,IN,False
49679,403-5976582-3542707,05-31-22,Western Dress,XS,1,INR,771.0,ERNAKULAM,KERALA,IN,False
49689,171-3225184-9032326,05-31-22,Set,S,1,INR,999.0,GUNTUR,ANDHRA PRADESH,IN,False
49696,407-9773262-9660335,05-31-22,Set,XL,1,INR,999.0,Caranzalem - Tiswadi,Goa,IN,False
49703,405-3391944-5904313,05-31-22,Western Dress,XL,1,INR,771.0,SURAT,Gujarat,IN,False
49735,402-3849925-4208311,05-31-22,kurta,L,1,INR,307.0,JAMMU,JAMMU & KASHMIR,IN,False
49739,405-2545501-9787550,05-31-22,Western Dress,3XL,1,INR,885.0,Dombivli,MAHARASHTRA,IN,False
49743,171-5657822-4080351,05-31-22,Set,L,1,INR,631.0,METTUPALAYAM COIMBATORE DISTRICT,TAMIL NADU,IN,False
49745,404-9785279-5481112,05-31-22,Western Dress,L,1,INR,614.0,vadodara,Gujarat,IN,False
49746,408-2759454-7027516,05-31-22,Set,S,1,INR,537.0,THANE,MAHARASHTRA,IN,False
49747,406-0643099-2511563,05-31-22,Set,XL,1,INR,1229.0,JAMKHANDI,KARNATAKA,IN,False
49751,408-0338417-3148319,05-31-22,Set,S,1,INR,699.0,VADODARA,Gujarat,IN,False
49752,408-0338417-3148319,05-31-22,Set,XL,1,INR,579.0,VADODARA,Gujarat,IN,False
49758,402-4611045-4313116,05-31-22,kurta,XS,1,INR,568.0,JAMSHEDPUR,JHARKHAND,IN,False
49759,402-2274754-6723504,05-31-22,Western Dress,M,1,INR,721.0,KANPUR,UTTAR PRADESH,IN,False
49766,407-9041571-2589127,05-31-22,kurta,XXL,1,INR,517.0,PUNE,MAHARASHTRA,IN,False
49777,402-2261614-6593156,05-31-22,Set,XL,1,INR,999.0,"Mettur, Salem",TAMIL NADU,IN,False
49780,408-1606553-6060366,05-31-22,Set,S,1,INR,0.0,NOIDA,UTTAR PRADESH,IN,False
49782,404-8921647-6525126,05-31-22,Set,M,1,INR,999.0,TADEPALLIGUDEM,ANDHRA PRADESH,IN,False
49791,406-2928230-8788363,05-31-22,Western Dress,XL,1,INR,443.0,Indore,MADHYA PRADESH,IN,False
49795,408-1313915-3328335,05-31-22,Western Dress,S,1,INR,0.0,BENGALURU,KARNATAKA,IN,False
49801,408-0550121-4389924,05-31-22,kurta,M,1,INR,435.0,AHMEDABAD,Gujarat,IN,False
49802,402-9435235-3564360,05-31-22,Set,M,1,INR,1523.0,HYDERABAD,TELANGANA,IN,True
49803,402-7963816-0067556,05-31-22,Western Dress,M,1,INR,771.0,SAHARANPUR,UTTAR PRADESH,IN,False
49809,408-4369578-2690702,05-31-22,Set,L,1,INR,759.0,Bangalore,KARNATAKA,IN,False
49811,407-5239539-5542722,05-31-22,Western Dress,M,1,INR,699.0,HYDERABAD,TELANGANA,IN,False
49814,406-0481887-7137937,05-31-22,Western Dress,XL,1,INR,771.0,CHENNAI,TAMIL NADU,IN,False
49815,407-9386713-5693146,05-31-22,Set,L,1,INR,759.0,MUMBAI,MAHARASHTRA,IN,False
49816,404-5421968-4875509,05-31-22,Western Dress,S,1,INR,771.0,CHITRADURGA,KARNATAKA,IN,False
49819,403-3360965-9649945,05-31-22,Western Dress,M,1,INR,771.0,NEW DELHI,DELHI,IN,False
49833,404-3564532-5349147,05-31-22,Western Dress,M,1,INR,771.0,MUMBAI,MAHARASHTRA,IN,False
49834,408-1130970-8755520,05-31-22,Set,L,1,INR,0.0,RAJKOT,Gujarat,IN,False
49840,402-8708604-0507516,05-31-22,Set,XL,1,INR,666.0,Bikaner,RAJASTHAN,IN,False
49844,407-1454074-5798728,05-31-22,Set,XS,1,INR,560.0,BENGALURU,KARNATAKA,IN,False
49845,405-5436817-0228339,05-31-22,Ethnic Dress,S,1,INR,837.0,BHATKAL,KARNATAKA,IN,False
49847,408-8645392-8413143,05-31-22,Western Dress,M,1,INR,771.0,ALUVA,KERALA,IN,False
49853,404-7120146-1093969,05-31-22,Top,S,1,INR,749.0,PONNANI,KERALA,IN,False
49854,171-4358882-3195568,05-31-22,Western Dress,M,1,INR,771.0,RANCHI,JHARKHAND,IN,False
49855,171-4358882-3195568,05-31-22,Set,M,1,INR,999.0,RANCHI,JHARKHAND,IN,False
49856,403-9104339-5587515,05-31-22,Top,L,1,INR,354.0,SILIGURI,WEST BENGAL,IN,False
49861,407-4552963-9498767,05-31-22,Top,S,1,INR,493.0,LUCKNOW,UTTAR PRADESH,IN,False
49862,402-7942375-7983512,05-31-22,Western Dress,XXL,1,INR,791.0,NEW DELHI,DELHI,IN,False
49864,405-8879878-0324314,05-31-22,Top,L,1,INR,399.0,GURUGRAM,HARYANA,IN,False
49870,407-5858184-2170763,05-31-22,Set,L,1,INR,999.0,MUVATTUPUZHA,KERALA,IN,False
49880,403-8675864-3821104,05-31-22,Western Dress,XL,1,INR,771.0,LUCKNOW,UTTAR PRADESH,IN,False
49883,403-5427447-6560353,05-31-22,Set,XL,1,INR,999.0,NELLORE,ANDHRA PRADESH,IN,False
49884,405-9569558-8422702,05-31-22,kurta,XL,1,INR,771.0,PUNE,MAHARASHTRA,IN,False
49893,408-3982800-6785146,05-31-22,Set,3XL,1,INR,852.0,PATNA,BIHAR,IN,False
49909,406-1382847-5465114,05-31-22,Set,M,1,INR,655.0,BENGALURU,KARNATAKA,IN,False
49911,406-7827033-3538736,05-31-22,Set,XL,1,INR,967.0,BENGALURU,KARNATAKA,IN,False
49918,402-9204656-4380325,05-31-22,kurta,XL,1,INR,469.0,BENGALURU,KARNATAKA,IN,False
49920,406-7491848-1017104,05-31-22,Western Dress,XXL,1,INR,690.0,THIRUVANANTHAPURAM,KERALA,IN,False
49925,407-5366179-7446761,05-31-22,kurta,XL,1,INR,333.0,CHENNAI,TAMIL NADU,IN,False
49928,171-2558690-3797924,05-31-22,Set,XL,1,INR,1477.0,GURUGRAM,HARYANA,IN,False
49934,405-3057514-1878767,05-31-22,Western Dress,M,1,INR,771.0,GHAZIABAD,UTTAR PRADESH,IN,False
49940,405-0231083-5375544,05-31-22,Western Dress,M,1,INR,771.0,GHAZIABAD,UTTAR PRADESH,IN,False
49945,403-8023416-6649167,05-31-22,Set,M,1,INR,725.0,BERHAMPUR,ODISHA,IN,False
49955,406-7692601-4982717,05-31-22,kurta,M,1,INR,435.0,AGRA,UTTAR PRADESH,IN,False
49956,171-2241276-0799566,05-31-22,Western Dress,M,1,INR,791.0,BENGALURU,KARNATAKA,IN,False
49963,403-8728211-7876323,05-31-22,Western Dress,XL,1,INR,614.0,KOLKATA,WEST BENGAL,IN,False
49970,404-9236500-1361906,05-31-22,Set,L,1,INR,857.0,Uttam nagar,DELHI,IN,False
49974,403-0492802-3703546,05-31-22,Top,S,1,INR,388.0,ARRAH,BIHAR,IN,False
49975,403-6116513-2663550,05-31-22,kurta,S,1,INR,666.0,DEHRADUN,UTTARAKHAND,IN,False
49981,171-4773185-1481952,05-31-22,kurta,3XL,1,INR,382.0,LINGAPALEM,ANDHRA PRADESH,IN,False
49987,407-3093695-6286701,05-31-22,kurta,XL,1,INR,301.0,Satara,MAHARASHTRA,IN,False
49992,405-7715089-0868316,05-31-22,kurta,XS,1,INR,517.0,HAMIRPUR,HIMACHAL PRADESH,IN,False
49993,404-3759125-1241958,05-31-22,kurta,XS,1,INR,399.0,Bhuj,Gujarat,IN,False
50005,408-4097305-3569966,05-31-22,Western Dress,L,1,INR,721.0,NEW DELHI,DELHI,IN,False
50015,403-3337371-2778750,05-31-22,Top,M,1,INR,545.0,AJMER,RAJASTHAN,IN,False
50021,406-1813489-1390755,05-31-22,Western Dress,L,1,INR,771.0,BENGALURU,KARNATAKA,IN,False
50024,171-3343065-8758738,05-31-22,Set,3XL,1,INR,850.0,Chennai,TAMIL NADU,IN,False
50036,171-9022101-1617113,05-31-22,kurta,5XL,1,INR,798.0,MUMBAI,MAHARASHTRA,IN,False
50042,408-6560647-7987502,05-31-22,kurta,3XL,1,INR,307.0,CHENNAI,TAMIL NADU,IN,False
50048,402-2942715-0621953,05-31-22,Top,S,1,INR,574.0,PALAKKAD,KERALA,IN,False
50060,171-3739546-1905106,05-31-22,kurta,S,1,INR,399.0,Kalyan west,MAHARASHTRA,IN,False
50061,408-9452224-5623507,05-31-22,kurta,4XL,1,INR,869.0,MUMBAI,MAHARASHTRA,IN,False
50071,406-7055418-2742724,05-31-22,Top,XS,1,INR,749.0,KOLKATA,WEST BENGAL,IN,False
50072,408-4786102-5613167,05-31-22,Bottom,S,1,INR,301.0,BENGALURU,KARNATAKA,IN,False
50081,408-1410383-8398705,05-31-22,Set,XS,1,INR,967.0,CHENNAI,TAMIL NADU,IN,False
50091,404-7601089-5422750,05-31-22,Western Dress,M,1,INR,599.0,NAGAON,ASSAM,IN,False
50095,406-8238704-6645937,05-31-22,kurta,L,1,INR,399.0,Noida,UTTAR PRADESH,IN,True
50099,405-0226430-0519563,05-31-22,Set,L,1,INR,736.0,GONDIYA,MAHARASHTRA,IN,False
50102,406-3069524-1681153,05-31-22,kurta,M,1,INR,318.0,CHENNAI,TAMIL NADU,IN,False
50113,402-7598658-2561961,05-31-22,Set,XXL,1,INR,599.0,COIMBATORE,TAMIL NADU,IN,False
50118,404-1540328-6970769,05-31-22,Western Dress,M,1,INR,771.0,NADATHARA,KERALA,IN,False
50126,408-4633193-0952308,05-31-22,Western Dress,S,1,INR,771.0,Oragadam Industrial Area,TAMIL NADU,IN,False
50137,404-2303375-0613123,05-31-22,Set,XL,1,INR,949.0,NAGPUR,MAHARASHTRA,IN,False
50139,404-7348705-8206736,05-31-22,Western Dress,XS,1,INR,771.0,AGARTALA,TRIPURA,IN,False
50142,408-0796059-9564310,05-31-22,Set,M,1,INR,0.0,IMPHAL,MANIPUR,IN,False
50146,171-6888095-8401128,05-31-22,Western Dress,S,1,INR,721.0,INDORE,MADHYA PRADESH,IN,False
50153,403-2988090-2789134,05-31-22,Set,M,1,INR,852.0,CHANDIGARH,CHANDIGARH,IN,False
50161,406-5679624-8632306,05-31-22,Set,XXL,1,INR,666.0,THANE,MAHARASHTRA,IN,False
50171,408-6711306-5706760,05-31-22,Set,M,1,INR,759.0,PUNE,MAHARASHTRA,IN,False
50174,406-0347864-4085161,05-31-22,Set,L,1,INR,1477.0,ROORKEE,UTTARAKHAND,IN,False
50179,404-1803574-5709940,05-31-22,kurta,XL,1,INR,399.0,MUMBAI,MAHARASHTRA,IN,False
50181,408-0268386-3341140,05-31-22,kurta,3XL,1,INR,382.0,GURUGRAM,HARYANA,IN,False
50183,403-4123598-1642707,05-31-22,kurta,XL,1,INR,399.0,Hyderabad,TELANGANA,IN,False
